Año,Mes,Nacionalidad,Femenino,Masculino,Indefinido,Total,Nueva columna georreferenciada
2015,Octubre,Honduras,1,19,,20,POINT (10406342 -75527794)
2015,Octubre,Honduras,7,0,,7,POINT (10446304 -75516486)
2015,Octubre,Honduras,3,3,,6,POINT (10886686 -74776479)
2015,Octubre,Honduras,2,3,,5,POINT (125744111 -81703935)
2015,Octubre,Honduras,0,3,,3,POINT (125862 -81702165)
2015,Octubre,Honduras,34,60,,94,POINT (3451668 -76532004)
2015,Octubre,Honduras,85,68,,153,POINT (4697157 -74140516)
2015,Octubre,Honduras,16,47,,63,POINT (6170465 -7542726)
2015,Octubre,Honduras,0,1,,1,POINT (7128047 -73181317)
2015,Octubre,Hong Kong,7,3,,10,POINT (3451668 -76532004)
2015,Octubre,Hong Kong,3,0,,3,POINT (4697157 -74140516)
2015,Octubre,Hungría,0,1,,1,POINT (3451668 -76532004)
2015,Octubre,Hungría,4,5,,9,POINT (4697157 -74140516)
2015,Octubre,India,1,1,,2,POINT (10886686 -74776479)
2015,Octubre,India,0,1,,1,POINT (3451668 -76532004)
2015,Octubre,India,3,31,,34,POINT (4697157 -74140516)
2015,Octubre,India,0,1,,1,POINT (4815189 -75736374)
2015,Octubre,India,2,2,,4,POINT (6170465 -7542726)
2015,Octubre,India,0,1,,1,POINT (7128047 -73181317)
2015,Octubre,Indonesia,1,0,,1,POINT (4697157 -74140516)
2015,Octubre,Iraq,0,1,,1,POINT (4697157 -74140516)
2015,Octubre,Irán,0,1,,1,POINT (3451668 -76532004)
2015,Octubre,Irán,0,1,,1,POINT (4697157 -74140516)
2015,Octubre,República de Irlanda,2,4,,6,POINT (3451668 -76532004)
2015,Octubre,República de Irlanda,8,6,,14,POINT (4697157 -74140516)
2015,Octubre,República de Irlanda,1,3,,4,POINT (6170465 -7542726)
2015,Octubre,República de Irlanda,2,0,,2,POINT (7927233 -72508188)
2015,Octubre,Islandia,1,0,,1,POINT (4697157 -74140516)
2015,Octubre,Israel,0,1,,1,POINT (10446304 -75516486)
2015,Octubre,Israel,0,1,,1,POINT (125862 -81702165)
2015,Octubre,Israel,2,7,,9,POINT (3451668 -76532004)
2015,Octubre,Israel,15,63,,78,POINT (4697157 -74140516)
2015,Octubre,Israel,0,6,,6,POINT (6170465 -7542726)
2015,Octubre,Italia,21,61,,82,POINT (3451668 -76532004)
2015,Octubre,Italia,96,193,,289,POINT (4697157 -74140516)
2015,Octubre,Italia,11,37,,48,POINT (6170465 -7542726)
2015,Octubre,Jamaica,0,2,,2,POINT (10446304 -75516486)
2015,Octubre,Jamaica,0,2,,2,POINT (11117206 -74232675)
2015,Octubre,Jamaica,2,2,,4,POINT (125862 -81702165)
2015,Octubre,Jamaica,2,1,,3,POINT (3451668 -76532004)
2015,Octubre,Jamaica,3,6,,9,POINT (4697157 -74140516)
2015,Octubre,Jamaica,0,2,,2,POINT (6170465 -7542726)
2015,Octubre,Japón,0,1,,1,POINT (10886686 -74776479)
2015,Octubre,Japón,8,10,,18,POINT (3451668 -76532004)
2015,Octubre,Japón,4,16,,20,POINT (4697157 -74140516)
2015,Octubre,Japón,1,2,,3,POINT (6170465 -7542726)
2015,Octubre,Kazajistán,0,3,,3,POINT (3451668 -76532004)
2015,Octubre,Kazajistán,1,0,,1,POINT (6170465 -7542726)
2015,Octubre,Kenia,1,1,,2,POINT (4697157 -74140516)
2015,Octubre,Kirguistán,0,1,,1,POINT (4697157 -74140516)
2015,Octubre,Kuwait,0,1,,1,POINT (4815189 -75736374)
2015,Octubre,Letonia,2,1,,3,POINT (4697157 -74140516)
2015,Octubre,Lituania,2,1,,3,POINT (4697157 -74140516)
2015,Octubre,Líbano,5,9,,14,POINT (4697157 -74140516)
2015,Octubre,Libia,0,1,,1,POINT (4697157 -74140516)
2015,Octubre,Luxemburgo,1,1,,2,POINT (4697157 -74140516)
2015,Octubre,Madagascar,0,1,,1,POINT (10886686 -74776479)
2015,Octubre,Malasia,2,0,,2,POINT (3451668 -76532004)
2015,Octubre,Malasia,1,4,,5,POINT (4697157 -74140516)
2015,Octubre,Malasia,0,1,,1,POINT (6170465 -7542726)
2015,Octubre,Malta,0,1,,1,POINT (4697157 -74140516)
2015,Octubre,Malta,0,1,,1,POINT (6170465 -7542726)
2015,Octubre,Marruecos,4,1,,5,POINT (4697157 -74140516)
2015,Octubre,México,0,8,,8,POINT (10406342 -75527794)
2015,Octubre,México,8,9,,17,POINT (10446304 -75516486)
2015,Octubre,México,8,31,,39,POINT (10886686 -74776479)
2015,Octubre,México,0,6,,6,POINT (10970933 -74765343)
2015,Octubre,México,9,5,,14,POINT (125862 -81702165)
2015,Octubre,México,51,108,,159,POINT (3451668 -76532004)
2015,Octubre,México,4227,7321,,11548,POINT (4697157 -74140516)
2015,Octubre,México,6,12,,18,POINT (4815189 -75736374)
2015,Octubre,México,526,1180,,1706,POINT (6170465 -7542726)
2015,Octubre,México,9,22,,31,POINT (7128047 -73181317)
2015,Octubre,México,4,8,,12,POINT (7927233 -72508188)
2015,Octubre,Mónaco,0,3,,3,POINT (4697157 -74140516)
2015,Octubre,Nepal,0,2,,2,POINT (4697157 -74140516)
2015,Octubre,Nicaragua,0,3,,3,POINT (10446304 -75516486)
2015,Octubre,Nicaragua,1,3,,4,POINT (10886686 -74776479)
2015,Octubre,Nicaragua,2,0,,2,POINT (125862 -81702165)
2015,Octubre,Nicaragua,14,7,,21,POINT (3451668 -76532004)
2015,Octubre,Nicaragua,16,29,,45,POINT (4697157 -74140516)
2015,Octubre,Nicaragua,3,6,,9,POINT (4815189 -75736374)
2015,Octubre,Nicaragua,4,11,,15,POINT (6170465 -7542726)
2015,Octubre,Nicaragua,1,0,,1,POINT (7128047 -73181317)
2015,Octubre,Nicaragua,1,0,,1,POINT (7927233 -72508188)
2015,Octubre,Noruega,3,3,,6,POINT (3451668 -76532004)
2015,Octubre,Noruega,14,18,,32,POINT (4697157 -74140516)
2015,Octubre,Noruega,1,1,,2,POINT (6170465 -7542726)
2015,Octubre,Nueva Zelanda,2,1,,3,POINT (3451668 -76532004)
2015,Octubre,Nueva Zelanda,5,1,,6,POINT (4697157 -74140516)
2015,Octubre,Nueva Zelanda,0,1,,1,POINT (6170465 -7542726)
2015,Octubre,Pakistán,0,1,,1,POINT (3451668 -76532004)
2015,Octubre,Panamá,0,13,,13,POINT (1800143 -78802679)
2015,Octubre,Panamá,1253,918,,2171,POINT (10406342 -75527794)
2015,Octubre,Panamá,2252,2532,,4784,POINT (10446304 -75516486)
2015,Octubre,Panamá,243,575,,818,POINT (10886686 -74776479)
2015,Octubre,Panamá,1,29,,30,POINT (10970933 -74765343)
2015,Octubre,Panamá,3,3,,6,POINT (11247723 -74213989)
2015,Octubre,Panamá,6,12,,18,POINT (125744111 -81703935)
2015,Octubre,Panamá,411,356,,767,POINT (125862 -81702165)
2015,Octubre,Panamá,4,5,,9,POINT (133387613 -81372937)
2015,Octubre,Panamá,290,506,,796,POINT (3451668 -76532004)
2015,Octubre,Panamá,0,13,,13,POINT (3884426 -77061029)
2015,Octubre,Panamá,4032,5986,,10018,POINT (4697157 -74140516)
2015,Octubre,Panamá,51,113,,164,POINT (4815189 -75736374)
2015,Octubre,Panamá,1621,2471,,4092,POINT (6170465 -7542726)
2015,Octubre,Panamá,0,3,,3,POINT (6222552 -77401154)
2015,Octubre,Panamá,3,8,,11,POINT (7102626 -77762647)
2015,Octubre,Panamá,48,83,,131,POINT (7128047 -73181317)
2015,Octubre,Panamá,38,47,,85,POINT (7927233 -72508188)
2015,Octubre,Panamá,1,3,,4,POINT (806667 -767333)
2015,Octubre,Panamá,84,103,,187,POINT (863337 -7735002)
2015,Octubre,Panamá,10,15,,25,POINT (9402597 -75681642)
2015,Octubre,Paraguay,4,3,,7,POINT (10446304 -75516486)
2015,Octubre,Paraguay,0,1,,1,POINT (10886686 -74776479)
2015,Octubre,Paraguay,59,25,,84,POINT (125862 -81702165)
2015,Octubre,Paraguay,11,13,,24,POINT (3451668 -76532004)
2015,Octubre,Paraguay,80,71,,151,POINT (4697157 -74140516)
2015,Octubre,Paraguay,7,15,,22,POINT (6170465 -7542726)
2015,Octubre,Paraguay,1,0,,1,POINT (7128047 -73181317)
2015,Octubre,Paraguay,1,1,,2,POINT (7927233 -72508188)
2015,Octubre,Perú,55,95,,150,POINT (-4191162 -69941498)
2015,Octubre,Perú,2,5,,7,POINT (-4214082 -69941431)
2015,Octubre,Perú,7,26,,33,POINT (0.81488 -77356)
2015,Octubre,Perú,0,1,,1,POINT (10406342 -75527794)
2015,Octubre,Perú,9,11,,20,POINT (10446304 -75516486)
2015,Octubre,Perú,13,142,,155,POINT (10886686 -74776479)
2015,Octubre,Perú,195,127,,322,POINT (125862 -81702165)
2015,Octubre,Perú,325,451,,776,POINT (3451668 -76532004)
2015,Octubre,Perú,6813,8930,,15743,POINT (4697157 -74140516)
2015,Octubre,Perú,1,0,,1,POINT (4815189 -75736374)
2015,Octubre,Perú,425,779,,1204,POINT (6170465 -7542726)
2015,Octubre,Perú,1,2,,3,POINT (7128047 -73181317)
2015,Octubre,Perú,1,1,,2,POINT (7927233 -72508188)
2015,Octubre,Polonia,2,4,,6,POINT (3451668 -76532004)
2015,Octubre,Polonia,10,26,,36,POINT (4697157 -74140516)
2015,Octubre,Polonia,1,16,,17,POINT (6170465 -7542726)
2015,Octubre,Portugal,1,0,,1,POINT (10886686 -74776479)
2015,Octubre,Portugal,0,2,,2,POINT (10970933 -74765343)
2015,Octubre,Portugal,2,9,,11,POINT (3451668 -76532004)
2015,Octubre,Portugal,363,591,,954,POINT (4697157 -74140516)
2015,Octubre,Portugal,5,7,,12,POINT (6170465 -7542726)
2015,Octubre,Polinesia Francesa/Colectividad de Ultramar Francesa,0,1,,1,POINT (4697157 -74140516)
2015,Octubre,Puerto Rico/Territorio de Estados Unidos,6,20,,26,POINT (10886686 -74776479)
2015,Octubre,Puerto Rico/Territorio de Estados Unidos,3,2,,5,POINT (125862 -81702165)
2015,Octubre,Puerto Rico/Territorio de Estados Unidos,18,57,,75,POINT (3451668 -76532004)
2015,Octubre,Puerto Rico/Territorio de Estados Unidos,211,342,,553,POINT (4697157 -74140516)
2015,Octubre,Puerto Rico/Territorio de Estados Unidos,3,12,,15,POINT (4815189 -75736374)
2015,Octubre,Puerto Rico/Territorio de Estados Unidos,35,63,,98,POINT (6170465 -7542726)
2015,Octubre,Puerto Rico/Territorio de Estados Unidos,1,4,,5,POINT (7128047 -73181317)
2015,Octubre,Puerto Rico/Territorio de Estados Unidos,1,0,,1,POINT (7927233 -72508188)
2015,Octubre,Qatar,0,1,,1,POINT (4697157 -74140516)
2015,Octubre,Reino Unido de Gran Bretaña e Irlanda del Norte,0,1,,1,POINT (10886686 -74776479)
2015,Octubre,Reino Unido de Gran Bretaña e Irlanda del Norte,10,26,,36,POINT (3451668 -76532004)
2015,Octubre,Reino Unido de Gran Bretaña e Irlanda del Norte,587,980,,1567,POINT (4697157 -74140516)
2015,Octubre,Reino Unido de Gran Bretaña e Irlanda del Norte,9,24,,33,POINT (6170465 -7542726)
2015,Octubre,República CentroÁfricana,1,0,,1,POINT (4697157 -74140516)
2015,Octubre,Federación de Rusia,10,19,,29,POINT (3451668 -76532004)
2015,Octubre,Federación de Rusia,17,27,,44,POINT (4697157 -74140516)
2015,Octubre,Federación de Rusia,1,1,,2,POINT (6170465 -7542726)
2015,Octubre,República Dominicana,27,36,,63,POINT (10406342 -75527794)
2015,Octubre,República Dominicana,2,7,,9,POINT (10446304 -75516486)
2015,Octubre,República Dominicana,6,30,,36,POINT (10886686 -74776479)
2015,Octubre,República Dominicana,0,2,,2,POINT (10970933 -74765343)
2015,Octubre,República Dominicana,0,1,,1,POINT (125862 -81702165)
2015,Octubre,República Dominicana,19,24,,43,POINT (3451668 -76532004)
2015,Octubre,República Dominicana,605,788,,1393,POINT (4697157 -74140516)
2015,Octubre,República Dominicana,3,4,,7,POINT (4815189 -75736374)
2015,Octubre,República Dominicana,14,34,,48,POINT (6170465 -7542726)
2015,Octubre,República Dominicana,2,1,,3,POINT (7128047 -73181317)
2015,Octubre,República Dominicana,0,1,,1,POINT (7927233 -72508188)
2015,Octubre,Rumania,0,1,,1,POINT (10446304 -75516486)
2015,Octubre,Rumania,0,1,,1,POINT (10886686 -74776479)
2015,Octubre,Rumania,1,1,,2,POINT (3451668 -76532004)
2015,Octubre,Rumania,3,8,,11,POINT (4697157 -74140516)
2015,Octubre,San  Vicente y las Granadinas,0,1,,1,POINT (10446304 -75516486)
2015,Octubre,San  Vicente y las Granadinas,0,1,,1,POINT (10970933 -74765343)
2015,Octubre,San  Vicente y las Granadinas,1,1,,2,POINT (6170465 -7542726)
2015,Octubre,Santa Lucia,1,1,,2,POINT (4697157 -74140516)
2015,Octubre,Senegal,0,1,,1,POINT (4697157 -74140516)
2015,Octubre,Singapur,3,0,,3,POINT (3451668 -76532004)
2015,Octubre,Singapur,2,2,,4,POINT (4697157 -74140516)
2015,Octubre,Sri Lanka,0,1,,1,POINT (6170465 -7542726)
2015,Octubre,Sudáfrica,6,7,,13,POINT (4697157 -74140516)
2015,Octubre,Suecia,1,0,,1,POINT (10886686 -74776479)
2015,Octubre,Suecia,9,6,,15,POINT (3451668 -76532004)
2015,Octubre,Suecia,19,30,,49,POINT (4697157 -74140516)
2015,Octubre,Suecia,2,2,,4,POINT (6170465 -7542726)
2015,Octubre,Suiza,3,0,,3,POINT (10886686 -74776479)
2015,Octubre,Suiza,14,28,,42,POINT (3451668 -76532004)
2015,Octubre,Suiza,63,92,,155,POINT (4697157 -74140516)
2015,Octubre,Suiza,5,15,,20,POINT (6170465 -7542726)
2015,Octubre,Suiza,1,3,,4,POINT (7128047 -73181317)
2015,Octubre,Suiza,3,0,,3,POINT (7927233 -72508188)
2015,Octubre,Surinam,3,4,,7,POINT (6170465 -7542726)
2015,Octubre,Taiwán,2,5,,7,POINT (3451668 -76532004)
2015,Octubre,Taiwán,1,5,,6,POINT (4697157 -74140516)
2015,Octubre,Taiwán,0,2,,2,POINT (6170465 -7542726)
2015,Octubre,República de Tayikistán,1,0,,1,POINT (4697157 -74140516)
2015,Octubre,Tailandia,1,0,,1,POINT (3451668 -76532004)
2015,Octubre,Tailandia,2,3,,5,POINT (4697157 -74140516)
2015,Octubre,Tanzania,1,1,,2,POINT (4697157 -74140516)
2015,Octubre,Trinidad y Tobago,0,4,,4,POINT (10406342 -75527794)
2015,Octubre,Trinidad y Tobago,1,5,,6,POINT (10446304 -75516486)
2015,Octubre,Trinidad y Tobago,0,1,,1,POINT (10886686 -74776479)
2015,Octubre,Trinidad y Tobago,4,11,,15,POINT (3451668 -76532004)
2015,Octubre,Trinidad y Tobago,4,4,,8,POINT (4697157 -74140516)
2015,Octubre,Trinidad y Tobago,0,5,,5,POINT (6170465 -7542726)
2015,Octubre,Trinidad y Tobago,0,1,,1,POINT (7128047 -73181317)
2015,Octubre,Turquía,2,5,,7,POINT (3451668 -76532004)
2015,Octubre,Turquía,3,12,,15,POINT (4697157 -74140516)
2015,Octubre,Ucrania,4,5,,9,POINT (3451668 -76532004)
2015,Octubre,Ucrania,4,2,,6,POINT (4697157 -74140516)
2015,Octubre,Ucrania,1,0,,1,POINT (6170465 -7542726)
2015,Octubre,Uruguay,6,4,,10,POINT (10446304 -75516486)
2015,Octubre,Uruguay,0,1,,1,POINT (10886686 -74776479)
2015,Octubre,Uruguay,14,9,,23,POINT (125862 -81702165)
2015,Octubre,Uruguay,14,16,,30,POINT (3451668 -76532004)
2015,Octubre,Uruguay,57,87,,144,POINT (4697157 -74140516)
2015,Octubre,Uruguay,0,1,,1,POINT (4815189 -75736374)
2015,Octubre,Uruguay,40,33,,73,POINT (6170465 -7542726)
2015,Octubre,Venezuela,0,21,,21,POINT (10406342 -75527794)
2015,Octubre,Venezuela,443,376,,819,POINT (10446304 -75516486)
2015,Octubre,Venezuela,20,63,,83,POINT (10886686 -74776479)
2015,Octubre,Venezuela,2,20,,22,POINT (11117206 -74232675)
2015,Octubre,Venezuela,206,288,,494,POINT (11360029 -72129595)
2015,Octubre,Venezuela,18,33,,51,POINT (3451668 -76532004)
2015,Octubre,Venezuela,34,55,,89,POINT (3866713 -67927521)
2015,Octubre,Venezuela,4433,4837,,9270,POINT (4697157 -74140516)
2015,Octubre,Venezuela,0,2,,2,POINT (4815189 -75736374)
2015,Octubre,Venezuela,2400,2107,,4507,POINT (6170465 -7542726)
2015,Octubre,Venezuela,27,50,,77,POINT (6185536 -67484028)
2015,Octubre,Venezuela,46,96,,142,POINT (7088729 -70740253)
2015,Octubre,Venezuela,6,10,,16,POINT (7128047 -73181317)
2015,Octubre,Venezuela,1793,2282,,4075,POINT (7819 -72453013)
2015,Octubre,Venezuela,78,95,,173,POINT (7927233 -72508188)
2015,Octubre,Islas Vírgenes Británicas/Territorio Británico de Ultramar,0,1,,1,POINT (10406342 -75527794)
2015,Octubre,Islas Vírgenes Estadounidenses/Territorio de Estados Unidos,0,1,,1,POINT (10406342 -75527794)
2015,Octubre,Desconocido,0,10,,10,POINT (3884426 -77061029)
2015,Octubre,Desconocido,0,8,,8,POINT (9402597 -75681642)
2015,Noviembre,Afganistán,0,2,,2,POINT (4697157 -74140516)
2015,Noviembre,Alemania,5,3,,8,POINT (10446304 -75516486)
2015,Noviembre,Alemania,1,1,,2,POINT (10886686 -74776479)
2015,Noviembre,Alemania,1,0,,1,POINT (125862 -81702165)
2015,Noviembre,Alemania,22,38,,60,POINT (3451668 -76532004)
2015,Noviembre,Alemania,1157,2187,,3344,POINT (4697157 -74140516)
2015,Noviembre,Alemania,0,1,,1,POINT (4815189 -75736374)
2015,Noviembre,Alemania,12,36,,48,POINT (6170465 -7542726)
2015,Noviembre,Alemania,1,0,,1,POINT (7128047 -73181317)
2015,Noviembre,Andorra,0,1,,1,POINT (6170465 -7542726)
2015,Noviembre,Angola,1,0,,1,POINT (3451668 -76532004)
2015,Noviembre,Antigua y Barbuda,0,1,,1,POINT (10406342 -75527794)
2015,Noviembre,Antigua y Barbuda,1,3,,4,POINT (4697157 -74140516)
2015,Noviembre,Países Bajos,21,32,,53,POINT (10406342 -75527794)
2015,Noviembre,Países Bajos,0,3,,3,POINT (10446304 -75516486)
2015,Noviembre,Países Bajos,57,80,,137,POINT (10886686 -74776479)
2015,Noviembre,Países Bajos,4,6,,10,POINT (11247723 -74213989)
2015,Noviembre,Países Bajos,70,162,,232,POINT (3451668 -76532004)
2015,Noviembre,Países Bajos,771,1215,,1986,POINT (4697157 -74140516)
2015,Noviembre,Países Bajos,1,2,,3,POINT (4815189 -75736374)
2015,Noviembre,Países Bajos,200,288,,488,POINT (6170465 -7542726)
2015,Noviembre,Países Bajos,1,1,,2,POINT (7128047 -73181317)
2015,Noviembre,Arabia Saudita,1,0,,1,POINT (4697157 -74140516)
2015,Noviembre,Argelia,3,5,,8,POINT (4697157 -74140516)
2015,Noviembre,Argelia,1,2,,3,POINT (6170465 -7542726)
2015,Noviembre,Argentina,2,4,,6,POINT (0.81488 -77356)
2015,Noviembre,Argentina,0,1,,1,POINT (1800143 -78802679)
2015,Noviembre,Argentina,0,2,,2,POINT (10406342 -75527794)
2015,Noviembre,Argentina,69,37,,106,POINT (10446304 -75516486)
2015,Noviembre,Argentina,6,78,,84,POINT (10886686 -74776479)
2015,Noviembre,Argentina,330,213,,543,POINT (125862 -81702165)
2015,Noviembre,Argentina,48,70,,118,POINT (3451668 -76532004)
2015,Noviembre,Argentina,0,1,,1,POINT (3884426 -77061029)
2015,Noviembre,Argentina,1745,2796,,4541,POINT (4697157 -74140516)
2015,Noviembre,Argentina,0,2,,2,POINT (4815189 -75736374)
2015,Noviembre,Argentina,139,208,,347,POINT (6170465 -7542726)
2015,Noviembre,Argentina,1,3,,4,POINT (7128047 -73181317)
2015,Noviembre,Argentina,0,2,,2,POINT (7927233 -72508188)
2015,Noviembre,Aruba,11,24,,35,POINT (10406342 -75527794)
2015,Noviembre,Aruba,0,3,,3,POINT (10446304 -75516486)
2015,Noviembre,Aruba,2,4,,6,POINT (10886686 -74776479)
2015,Noviembre,Aruba,13,22,,35,POINT (11247723 -74213989)
2015,Noviembre,Aruba,9,8,,17,POINT (3451668 -76532004)
2015,Noviembre,Aruba,541,644,,1185,POINT (4697157 -74140516)
2015,Noviembre,Aruba,63,93,,156,POINT (6170465 -7542726)
2015,Noviembre,Aruba,11,14,,25,POINT (7128047 -73181317)
2015,Noviembre,Aruba,1,3,,4,POINT (7927233 -72508188)
2015,Noviembre,Australia,2,3,,5,POINT (10446304 -75516486)
2015,Noviembre,Australia,2,0,,2,POINT (10886686 -74776479)
2015,Noviembre,Australia,7,10,,17,POINT (3451668 -76532004)
2015,Noviembre,Australia,43,62,,105,POINT (4697157 -74140516)
2015,Noviembre,Australia,2,5,,7,POINT (4815189 -75736374)
2015,Noviembre,Australia,7,22,,29,POINT (6170465 -7542726)
2015,Noviembre,Australia,0,1,,1,POINT (7128047 -73181317)
2015,Noviembre,Austria,1,3,,4,POINT (3451668 -76532004)
2015,Noviembre,Austria,19,41,,60,POINT (4697157 -74140516)
2015,Noviembre,Austria,0,2,,2,POINT (6170465 -7542726)
2015,Noviembre,Bahamas,2,3,,5,POINT (10446304 -75516486)
2015,Noviembre,Bahamas,1,0,,1,POINT (125862 -81702165)
2015,Noviembre,Bahamas,1,0,,1,POINT (3451668 -76532004)
2015,Noviembre,Bahamas,1,3,,4,POINT (4697157 -74140516)
2015,Noviembre,Bahamas,0,1,,1,POINT (6170465 -7542726)
2015,Noviembre,Bahréin,0,1,,1,POINT (10446304 -75516486)
2015,Noviembre,Bahréin,0,1,,1,POINT (3451668 -76532004)
2015,Noviembre,Bahréin,0,2,,2,POINT (6170465 -7542726)
2015,Noviembre,Barbados,4,4,,8,POINT (4697157 -74140516)
2015,Noviembre,Barbados,0,1,,1,POINT (6170465 -7542726)
2015,Noviembre,República de Belarús,1,0,,1,POINT (4697157 -74140516)
2015,Noviembre,Bélgica,1,0,,1,POINT (10446304 -75516486)
2015,Noviembre,Bélgica,0,2,,2,POINT (10886686 -74776479)
2015,Noviembre,Bélgica,3,8,,11,POINT (3451668 -76532004)
2015,Noviembre,Bélgica,35,60,,95,POINT (4697157 -74140516)
2015,Noviembre,Bélgica,1,7,,8,POINT (6170465 -7542726)
2015,Noviembre,Belice,0,1,,1,POINT (3451668 -76532004)
2015,Noviembre,Belice,7,4,,11,POINT (4697157 -74140516)
2015,Noviembre,Belice,0,1,,1,POINT (6170465 -7542726)
2015,Noviembre,Benín,0,1,,1,POINT (3451668 -76532004)
2015,Noviembre,Benín,2,2,,4,POINT (4697157 -74140516)
2015,Noviembre,Bermudas/Territorio Británico de Ultramar,0,1,,1,POINT (4697157 -74140516)
2015,Noviembre,Bolivia,2,1,,3,POINT (0.81488 -77356)
2015,Noviembre,Bolivia,6,2,,8,POINT (10446304 -75516486)
2015,Noviembre,Bolivia,0,2,,2,POINT (10886686 -74776479)
2015,Noviembre,Bolivia,29,12,,41,POINT (125862 -81702165)
2015,Noviembre,Bolivia,34,41,,75,POINT (3451668 -76532004)
2015,Noviembre,Bolivia,378,557,,935,POINT (4697157 -74140516)
2015,Noviembre,Bolivia,1,1,,2,POINT (4815189 -75736374)
2015,Noviembre,Bolivia,37,30,,67,POINT (6170465 -7542726)
2015,Noviembre,Bolivia,1,0,,1,POINT (7128047 -73181317)
2015,Noviembre,Brasil,122,137,,259,POINT (-4191162 -69941498)
2015,Noviembre,Brasil,8,17,,25,POINT (-4214082 -69941431)
2015,Noviembre,Brasil,1,1,,2,POINT (0.81488 -77356)
2015,Noviembre,Brasil,24,27,,51,POINT (10446304 -75516486)
2015,Noviembre,Brasil,1,4,,5,POINT (10886686 -74776479)
2015,Noviembre,Brasil,254,207,,461,POINT (125862 -81702165)
2015,Noviembre,Brasil,41,95,,136,POINT (3451668 -76532004)
2015,Noviembre,Brasil,0,4,,4,POINT (3866713 -67927521)
2015,Noviembre,Brasil,3378,5521,,8899,POINT (4697157 -74140516)
2015,Noviembre,Brasil,2,27,,29,POINT (4815189 -75736374)
2015,Noviembre,Brasil,106,239,,345,POINT (6170465 -7542726)
2015,Noviembre,Brasil,3,4,,7,POINT (7128047 -73181317)
2015,Noviembre,Brunei Darussalam,0,1,,1,POINT (4697157 -74140516)
2015,Noviembre,Bulgaria,2,0,,2,POINT (4697157 -74140516)
2015,Noviembre,Cabo Verde,0,3,,3,POINT (10970933 -74765343)
2015,Noviembre,Islas Caimán/Territorio Británico de Ultramar,4,5,,9,POINT (10406342 -75527794)
2015,Noviembre,Islas Caimán/Territorio Británico de Ultramar,1,5,,6,POINT (125862 -81702165)
2015,Noviembre,Islas Caimán/Territorio Británico de Ultramar,0,3,,3,POINT (4697157 -74140516)
2015,Noviembre,Camboya,0,1,,1,POINT (4697157 -74140516)
2015,Noviembre,Camerún,0,1,,1,POINT (3451668 -76532004)
2015,Noviembre,Canadá,0,1,,1,POINT (10406342 -75527794)
2015,Noviembre,Canadá,10,19,,29,POINT (10446304 -75516486)
2015,Noviembre,Canadá,5,6,,11,POINT (10886686 -74776479)
2015,Noviembre,Canadá,1,1,,2,POINT (125862 -81702165)
2015,Noviembre,Canadá,24,55,,79,POINT (3451668 -76532004)
2015,Noviembre,Canadá,602,986,,1588,POINT (4697157 -74140516)
2015,Noviembre,Canadá,4,7,,11,POINT (4815189 -75736374)
2015,Noviembre,Canadá,68,146,,214,POINT (6170465 -7542726)
2015,Noviembre,Canadá,4,6,,10,POINT (7128047 -73181317)
2015,Noviembre,Canadá,0,4,,4,POINT (7927233 -72508188)
2015,Noviembre,España,2,27,,29,POINT (10406342 -75527794)
2015,Noviembre,España,1,1,,2,POINT (10446304 -75516486)
2015,Noviembre,España,3,7,,10,POINT (10886686 -74776479)
2015,Noviembre,España,0,2,,2,POINT (10970933 -74765343)
2015,Noviembre,España,0,1,,1,POINT (11247723 -74213989)
2015,Noviembre,España,0,1,,1,POINT (125862 -81702165)
2015,Noviembre,España,503,706,,1209,POINT (3451668 -76532004)
2015,Noviembre,España,2879,5980,,8859,POINT (4697157 -74140516)
2015,Noviembre,España,10,28,,38,POINT (4815189 -75736374)
2015,Noviembre,España,256,509,,765,POINT (6170465 -7542726)
2015,Noviembre,España,3,7,,10,POINT (7128047 -73181317)
2015,Noviembre,España,1,2,,3,POINT (7927233 -72508188)
2015,Noviembre,República Del Congo,0,1,,1,POINT (4697157 -74140516)
2015,Noviembre,República Democrática del Congo,0,1,,1,POINT (4697157 -74140516)
2015,Noviembre,República de Corea,0,2,,2,POINT (10406342 -75527794)
2015,Noviembre,República de Corea,16,31,,47,POINT (4697157 -74140516)
2015,Noviembre,República de Corea,0,4,,4,POINT (6170465 -7542726)
2015,Noviembre,Costa de Marfil,5,6,,11,POINT (4697157 -74140516)
2015,Noviembre,Costa de Marfil,0,1,,1,POINT (6170465 -7542726)
2015,Noviembre,Costa Rica,0,4,,4,POINT (10406342 -75527794)
2015,Noviembre,Costa Rica,3,2,,5,POINT (10446304 -75516486)
2015,Noviembre,Costa Rica,9,8,,17,POINT (10886686 -74776479)
2015,Noviembre,Costa Rica,69,67,,136,POINT (125862 -81702165)
2015,Noviembre,Costa Rica,24,56,,80,POINT (3451668 -76532004)
2015,Noviembre,Costa Rica,970,1624,,2594,POINT (4697157 -74140516)
2015,Noviembre,Costa Rica,2,2,,4,POINT (4815189 -75736374)
2015,Noviembre,Costa Rica,91,126,,217,POINT (6170465 -7542726)
2015,Noviembre,Costa Rica,3,0,,3,POINT (7128047 -73181317)
2015,Noviembre,Costa Rica,1,1,,2,POINT (7927233 -72508188)
2015,Noviembre,Croacia,0,4,,4,POINT (3451668 -76532004)
